number	source_path	title	obsolete	reason	domain	status_line	preview
0149	docs/archive/adr/from-docs-adr/0149-future-expense-dates-are-allowed.md	Future Expense Dates are allowed	False		architecture-deploy	Status: accepted	# Future Expense Dates are allowed Status: accepted
0150	docs/archive/adr/from-docs-adr/0150-missing-receipt-does-not-block-payout.md	Missing Receipt does not block payout	False		payout	Status: accepted	# Missing Receipt does not block payout Status: accepted
0151	docs/archive/adr/from-docs-adr/0151-receipts-attach-until-payout-approval.md	Receipts attach until payout approval	False		payout	Status: accepted	# Receipts attach until payout approval Status: accepted
0152	docs/archive/adr/from-docs-adr/0152-receipt-total-overage-is-a-warning.md	Receipt-total overage is a warning	False		architecture-deploy	Status: accepted	# Receipt-total overage is a warning Status: accepted
0153	docs/archive/adr/from-docs-adr/0153-final-receipt-upload-is-atomic.md	Final Receipt upload is atomic with Claim submission	False		claims	Status: accepted	# Final Receipt upload is atomic with Claim submission Status: accepted
0154	docs/archive/adr/from-docs-adr/0154-cross-operator-receipt-duplicates-require-review.md	Cross-operator Receipt duplicates require review	False		architecture-deploy	Status: accepted	# Cross-operator Receipt duplicates require review Status: accepted
0155	docs/archive/adr/from-docs-adr/0155-payout-reference-required-for-electronic-methods.md	Payout reference is required for electronic methods	False		payout	Status: accepted	# Payout reference is required for electronic methods Status: accepted
0156	docs/archive/adr/from-docs-adr/0156-partial-payouts-are-allowed.md	Partial Payouts are allowed	False		payout	Status: accepted	# Partial Payouts are allowed Status: accepted
0157	docs/archive/adr/from-docs-adr/0157-failed-payouts-do-not-deduct-balances.md	Failed Payouts do not deduct balances	False		payout	Status: accepted	# Failed Payouts do not deduct balances Status: accepted
0158	docs/archive/adr/from-docs-adr/0158-sent-payout-is-immediately-paid.md	Sent Payout completion depends on the paid amount	False		payout	Status: accepted	# Sent Payout completion depends on the paid amount Status: accepted
0159	docs/archive/adr/from-docs-adr/0159-partial-payouts-require-manual-completion.md	Partial Payouts require manual completion	False		payout	Status: accepted	# Partial Payouts require manual completion Status: accepted
0160	docs/archive/adr/from-docs-adr/0160-income-links-one-account.md	Income links one Finance Account	False		accounts-income	Status: accepted	# Income links one Finance Account Status: accepted
0161	docs/archive/adr/from-docs-adr/0161-committee-proposes-income-account.md	Committee proposes the Income account	False		accounts-income	Status: accepted	# Committee proposes the Income account Status: accepted
0162	docs/archive/adr/from-docs-adr/0162-income-source-reference-is-optional.md	Income source reference is optional	False		accounts-income	Status: accepted	# Income source reference is optional Status: accepted
0163	docs/archive/adr/from-docs-adr/0163-approved-income-uses-audited-corrections.md	Approved Income uses audited corrections	False		accounts-income	Status: accepted	# Approved Income uses audited corrections Status: accepted
0164	docs/archive/adr/from-docs-adr/0164-income-records-are-not-partial.md	Income records represent actual receipts	False		accounts-income	Status: accepted	# Income records represent actual receipts Status: accepted
0165	docs/archive/adr/from-docs-adr/0165-budget-lines-retain-requested-and-approved-amounts.md	Budget Lines retain requested and approved amounts	False		budget	Status: accepted	# Budget Lines retain requested and approved amounts Status: accepted
0166	docs/archive/adr/from-docs-adr/0166-over-budget-lines-remain-selectable.md	Over-budget Budget Lines remain selectable	False		budget	Status: accepted	# Over-budget Budget Lines remain selectable Status: accepted
0167	docs/archive/adr/from-docs-adr/0167-only-approved-requests-fund-claims.md	Only approved Budget Requests fund Claims	False		budget	Status: accepted	# Only approved Budget Requests fund Claims Status: accepted
0168	docs/archive/adr/from-docs-adr/0168-closed-budget-requests-cannot-reopen-for-claims.md	Closed Budget Requests cannot reopen for Claims	False		budget	Status: accepted	# Closed Budget Requests cannot reopen for Claims Status: accepted
0169	docs/archive/adr/from-docs-adr/0169-approved-budget-lines-need-treasurer-correction.md	Approved Budget Lines need Treasurer correction	False		budget	Status: accepted	# Approved Budget Lines need Treasurer correction Status: accepted
0170	docs/archive/adr/from-docs-adr/0170-committee-and-treasurer-can-create-finance-records.md	Committee and Treasurer can create finance records	False		architecture-deploy	Status: accepted	# Committee and Treasurer can create finance records Status: accepted
0171	docs/archive/adr/from-docs-adr/0171-treasurer-approves-budget-and-income.md	Treasurer approves Budget Requests and Income	False		budget	Status: accepted	# Treasurer approves Budget Requests and Income Status: accepted
0172	docs/archive/adr/from-docs-adr/0172-treasurer-may-approve-own-budget-or-income-record.md	Treasurer may approve their own Budget or Income record	False		budget	Status: accepted	# Treasurer may approve their own Budget or Income record Status: accepted
0173	docs/archive/adr/from-docs-adr/0173-claim-verification-is-separate-from-payout-approval.md	Claim verification is separate from payout approval	False		claims	Status: accepted	# Claim verification is separate from payout approval Status: accepted
0174	docs/archive/adr/from-docs-adr/0174-rejection-permissions-follow-record-type.md	Rejection permissions follow record type	False		architecture-deploy	Status: accepted	# Rejection permissions follow record type Status: accepted
0175	docs/archive/adr/from-docs-adr/0175-wayfinder-map-closes-on-decisions-not-fixes.md	Wayfinder map #27 closes on decisions, not deliverables	False		governance	Status: accepted	# Wayfinder map #27 closes on decisions, not deliverables Status: accepted
0176	docs/archive/adr/from-docs-adr/0176-schema-migration-canonicalizes-by-numeric-column-index.md	Schema migration canonicalizes headers by numeric COLS index, not label text	False		semester-annual	Status: accepted	# Schema migration canonicalizes headers by numeric COLS index, not label text Status: accepted
0177	docs/archive/adr/from-docs-adr/0177-schema-migration-rollback-recomputes-derived-state.md	Schema migration rollback restores data by snapshot, but recomputes formulas/protections/validations	False		semester-annual	Status: accepted	# Schema migration rollback restores data by snapshot, but recomputes formulas/protections/validatio
0178	docs/archive/adr/from-docs-adr/0178-schema-migration-go-live-gate-and-release-invariant.md	Three setupAll() guards ship as the go-live gate; the full migration runner is committed, sequenced, and release-invariant-enforced — never deferred as optional	False		semester-annual	Status: accepted	# Three setupAll() guards ship as the go-live gate; the full migration runner is committed, sequence
0179	docs/archive/adr/from-docs-adr/0179-initial-go-live-approval-is-owner-gated-checklist-evidenced.md	Initial production go-live is owner-approved against staging checklist evidence, as a one-time gate	False		architecture-deploy	Status: accepted	# Initial production go-live is owner-approved against staging checklist evidence, as a one-time gat
0180	docs/archive/adr/from-docs-adr/0180-legacy-eventid-values-never-backfilled-manual-relink-only.md	Legacy free-text eventId values are never backfilled; manual re-link only, and only where edit capability exists	False		architecture-deploy	Status: accepted	# Legacy free-text eventId values are never backfilled; manual re-link only, and only where edit cap
